   1.0000000e+04   6.0255959e-24
   1.1220185e+04   2.0892961e-23
   1.2589254e+04   5.0118723e-23
   1.4125375e+04   1.0000000e-22
   1.5848932e+04   1.4125375e-22
   1.7782794e+04   1.3803843e-22
   1.9952623e+04   1.1481536e-22
   2.2387211e+04   9.5499259e-23
   2.5118864e+04   8.7096359e-23
   2.8183829e+04   8.9125094e-23
   3.1622777e+04   1.0000000e-22
   3.5481339e+04   1.1748976e-22
   3.9810717e+04   1.4125375e-22
   4.4668359e+04   1.7782794e-22
   5.0118723e+04   2.1877616e-22
   5.6234133e+04   2.6915348e-22
   6.3095734e+04   3.3113112e-22
   7.0794578e+04   3.8904514e-22
   7.9432823e+04   4.4668359e-22
   8.9125094e+04   4.7863009e-22
   1.0000000e+05   4.7863009e-22
   1.1220185e+05   4.6773514e-22
   1.2589254e+05   4.7863009e-22
   1.4125375e+05   5.1286138e-22
   1.5848932e+05   5.4954087e-22
   1.7782794e+05   5.8884366e-22
   1.9952623e+05   6.1659500e-22
   2.2387211e+05   6.3095734e-22
   2.5118864e+05   5.8884366e-22
   2.8183829e+05   4.2657952e-22
   3.1622777e+05   2.5118864e-22
   3.5481339e+05   1.6218101e-22
   3.9810717e+05   1.2302688e-22
   4.4668359e+05   1.1220185e-22
   5.0118723e+05   1.0964782e-22
   5.6234133e+05   1.0715193e-22
   6.3095734e+05   9.3325430e-23
   7.0794578e+05   7.0794578e-23
   7.9432823e+05   5.7543994e-23
   8.9125094e+05   5.1286138e-23
   1.0000000e+06   4.7863009e-23
   1.1220185e+06   4.5708819e-23
   1.2589254e+06   4.5708819e-23
   1.4125375e+06   4.5708819e-23
   1.5848932e+06   4.6773514e-23
   1.7782794e+06   4.3651583e-23
   1.9952623e+06   3.6307805e-23
   2.2387211e+06   2.8840315e-23
   2.5118864e+06   2.3442288e-23
   2.8183829e+06   2.0417379e-23
   3.1622777e+06   1.8197009e-23
   3.5481339e+06   1.7378008e-23
   3.9810717e+06   1.6218101e-23
   4.4668359e+06   1.5488166e-23
   5.0118723e+06   1.4791084e-23
   5.6234133e+06   1.4125375e-23
   6.3095734e+06   1.3803843e-23
   7.0794578e+06   1.4125375e-23
   7.9432823e+06   1.4454398e-23
   8.9125094e+06   1.4454398e-23
   1.0000000e+07   1.4791084e-23
   1.1220185e+07   1.4791084e-23
   1.2589254e+07   1.4125375e-23
   1.4125375e+07   1.3803843e-23
   1.5848932e+07   1.3489629e-23
   1.7782794e+07   1.3489629e-23
   1.9952623e+07   1.3489629e-23
   2.2387211e+07   1.3803843e-23
   2.5118864e+07   1.4125375e-23
   2.8183829e+07   1.4454398e-23
   3.1622777e+07   1.4791084e-23
   3.5481339e+07   1.5135612e-23
   3.9810717e+07   1.5848932e-23
   4.4668359e+07   1.6595869e-23
   5.0118723e+07   1.7378008e-23
   5.6234133e+07   1.7782794e-23
   6.3095734e+07   1.8620871e-23
   7.0794578e+07   1.9498446e-23
   7.9432823e+07   2.0417379e-23
   8.9125094e+07   2.1379621e-23
   1.0000000e+08   2.2387211e-23
   1.1220185e+08   2.3442288e-23
   1.2589254e+08   2.5118864e-23
   1.4125375e+08   2.6302680e-23
   1.5848932e+08   2.7542287e-23
   1.7782794e+08   2.8840315e-23
   1.9952623e+08   3.0199517e-23
   2.2387211e+08   3.1622777e-23
   2.5118864e+08   3.3113112e-23
   2.8183829e+08   3.5481339e-23
   3.1622777e+08   3.7153523e-23
